Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7766027,"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,"Lyga, Barry",,316125849,9.78E+12,3,4.02,"Little, Brown and Company",Hardcover,359,2012,2012,,10/10/2013,,,read,,,,1,,,0,,,,,
2728527,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,385340990,9.78E+12,4,4.17,The Dial Press,Hardcover,277,2008,2008,,10/10/2013,,,read,,,,1,,,0,,,,,
17250,The Crucible,Arthur  Miller,"Miller, Arthur",Christopher Bigsby,142437336,9.78E+12,2,3.6,Penguin Books,Paperback,143,2003,1953,,10/10/2013,,,read,,,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier",142437174,9.78E+12,3,3.82,Penguin Classics,Paperback,327,2002,1884,,10/10/2013,,,read,,,,1,,,0,,,,,
7099273,"The Other Wes Moore: One Name, Two Fates",Wes  Moore,"Moore, Wes",Tavis Smiley,385528191,9.78E+12,5,3.83,Spiegel & Grau,Hardcover,233,2010,2010,,10/10/2013,,,read,,,,1,,,0,,,,,
5481,Brave New World Revisited,Aldous Huxley,"Huxley, Aldous",,60898526,9.78E+12,4,3.95,Harper Perennial Modern Classics,Paperback,123,2006,1958,,10/10/2013,,,read,,,,1,,,0,,,,,
6614960,House Rules,Jodi Picoult,"Picoult, Jodi",,743296435,9.78E+12,4,4.01,Atria Books,Hardcover,532,2010,2010,,9/24/2013,,,read,,,,1,,,0,,,,,
3473,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,446693804,9.78E+12,0,4.18,Grand Central Publishing,Paperback,240,2004,1999,,9/6/2013,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
13636400,"The Bone Season (The Bone Season, #1)",Samantha Shannon,"Shannon, Samantha",,1408836424,9.78E+12,3,3.77,Bloomsbury Publishing,Hardcover,466,2013,2013,,8/24/2013,,,read,,,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,307592731,9.78E+12,0,4.02,Knopf,Hardcover,315,2012,2012,,9/6/2013,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",Rachel Cohn,078685197X,9.78E+12,4,4.08,Disney-Hyperion,Paperback,444,2007,2006,,8/14/2013,,,read,,,,1,,,0,,,,,
977841,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,"Scott, Michael",,385733577,9.78E+12,3,3.84,Delacorte Press,Hardcover,375,2007,2007,,4/6/2013,,,read,,,,1,,,0,,,,,
12753231,"Monument 14 (Monument 14, #1)",Emmy Laybourne,"Laybourne, Emmy",,312569033,9.78E+12,3,3.9,Feiwel & Friends,Hardcover,304,2012,2012,,8/14/2013,,,read,,,,1,,,0,,,,,
15931,"The Notebook (The Notebook, #1)",Nicholas Sparks,"Sparks, Nicholas",,553816713,9.78E+12,0,4.12,Bantam,Hardcover,214,2004,1996,,8/12/2013,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
8591107,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,1442421762,9.78E+12,5,4.02,Simon & Schuster Children's Publishing,Hardcover,456,2011,2011,,7/30/2013,,,read,,,,1,,,0,,,,,
7664334,Amy & Roger's Epic Detour,Morgan Matson,"Matson, Morgan",,1416990658,9.78E+12,3,3.98,Simon  Schuster Books for Young Readers,Hardcover,343,2010,2010,,8/5/2013,,,read,,,,1,,,0,,,,,
11486,The Color Purple,Alice Walker,"Walker, Alice",,,,0,4.24,Pocket,Paperback,295,2004,1982,,8/6/2013,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,038039586X,9.78E+12,5,4.06,Avon Books,Mass Market Paperback,478,1975,1972,,8/6/2013,,,read,,,,3,,,0,,,,,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,684833395,9.78E+12,0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,8/6/2013,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac",,,5,4.34,Hill & Wang,Paperback,115,2006,1956,,8/6/2013,,,read,,,,1,,,0,,,,,
5485,Brave New World,Aldous Huxley,"Huxley, Aldous",,60850523,9.78E+12,4,3.99,Harper Perennial Modern Classics,Paperback,288,2006,1932,,8/6/2013,,,read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,770430074,9.78E+12,4,3.92,Seal Books,Paperback,460,2006,2001,,8/6/2013,,,read,,,,1,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox",143039954,9.78E+12,3,3.78,Penguin Classics ,Paperback,541,2006,-800,,8/6/2013,,,read,,,,1,,,0,,,,,
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster",,,4,4.08,Penguin Books,Paperback,409,2003,1811,,8/6/2013,,,read,,,,1,,,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9.78E+12,5,4.39,Riverhead Books,Hardcover,372,2007,2007,,8/6/2013,,,read,,,,1,,,0,,,,,
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,1565125606,9.78E+12,0,4.09,Algonquin Books,Paperback,335,2007,2006,,8/6/2013,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,812550706,9.78E+12,5,4.3,Tor,Mass Market Paperback,324,2004,1985,,8/6/2013,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, ویدا اسلامیه",,,5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,8/6/2013,,,read,,,,4,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,4,4.5,Scholastic Inc.,Paperback,870,2004,2003,,8/6/2013,,,read,,,,4,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,5,4.61,Arthur A. Levine Books,Hardcover,759,2007,2007,,8/6/2013,,,read,,,,4,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,4.56,Scholastic,Paperback,734,2002,2000,,8/6/2013,,,read,,,,4,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9.78E+12,4,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,8/6/2013,,,read,,,,4,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,,,4,4.47,Scholastic Inc,Hardcover,309,2003,1997,,8/6/2013,,,read,,,,4,,,0,,,,,
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,031606792X,9.78E+12,3,3.71,"Little, Brown and Company",Hardcover,756,2008,2008,,8/6/2013,,,read,,,,1,,,0,,,,,
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,316160202,9.78E+12,3,3.71,"Little, Brown and Company",Hardcover,629,2007,2007,,8/6/2013,,,read,,,,1,,,0,,,,,
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,,,3,3.56,"Little, Brown and Company",Hardcover,563,2006,2006,,8/6/2013,,,read,,,,1,,,0,,,,,
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,316015849,9.78E+12,3,3.62,"Little, Brown and Company",ebook,387,2006,2005,,8/6/2013,,,read,,,,1,,,0,,,,,
12294652,My Life Next Door,Huntley Fitzpatrick,"Fitzpatrick, Huntley",,803736991,9.78E+12,0,3.98,Dial Books For Young Readers,Hardcover,394,2012,2012,,8/6/2013,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
11071466,Second Chance Summer,Morgan Matson,"Matson, Morgan",,1416990674,9.78E+12,4,4.14,Simon & Schuster Children's Publishing,Hardcover,468,2012,2012,,8/5/2013,,,read,This book had me crying for the last 50 pages. A really heart-warming read.,,,1,,,0,,,,,
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,1250012570,9.78E+12,0,4,St. Martin's Press,Hardcover,328,2013,2012,,8/5/2013,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,316769177,9.78E+12,0,3.81,Back Bay Books,Paperback,277,2001,1951,,8/5/2013,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,,,0,4.21,MTV Books/Pocket Books,Paperback,213,1999,1999,,8/5/2013,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
44184,Monster,Walter Dean Myers,"Myers, Walter Dean",,64407314,9.78E+12,0,3.73,Amistad,Paperback,281,2019,1999,,8/5/2013,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
33676,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson,"Patterson, James",,316155608,9.78E+12,4,4.15,"Little, Brown and Company",Hardcover,405,2007,2007,,8/5/2013,,,read,,,,1,,,0,,,,,
13139,"School's Out—Forever (Maximum Ride, #2)",James Patterson,"Patterson, James",,316155594,9.78E+12,3,4.14,"Little, Brown and Company",Hardcover,409,2006,2006,,8/4/2013,,,read,,,,1,,,0,,,,,
1162022,On the Jellicoe Road,Melina Marchetta,"Marchetta, Melina",,670070297,9.78E+12,0,4.12,Penguin Australia,Paperback,290,2006,2006,,7/30/2013,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
99561,Looking for Alaska,John Green,"Green, John",,,,3,4,Speak,Paperback,221,2006,2005,,7/29/2013,,,read,,,,1,,,0,,,,,
12812550,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,"Taylor, Laini",,316133973,9.78E+12,5,4.12,"Little, Brown Books for Young Readers",Hardcover,517,2012,2012,,2/10/2013,,,read,,,,1,,,0,,,,,
16193519,"Copper Girl (Copper Legacy, #1)",Jennifer Allis Provost,"Provost, Jennifer Allis",,1939392020,9.78E+12,3,3.38,Spence City,Paperback,248,2013,2013,,7/11/2013,,,read,,,,1,,,0,,,,,
13579352,"The Holders (Holders, #1)",Julianna Scott,"Scott, Julianna",,1908844426,9.78E+12,4,3.91,Strange Chemistry,Paperback,320,2013,2013,,7/11/2013,,,read,,,,1,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,4,4.16,Putnam Juvenile,Hardcover,305,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
17252895,After the Fear,Rosanne    Rivers,"Rivers, Rosanne",,1938750837,9.78E+12,4,3.77,Immortal Ink Publishing,Paperback,314,2013,2013,,2/17/2013,,,read,,,,1,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",Fabiola Stevenson,,,5,4.18,Dutton Books,Hardcover,313,2012,2012,,6/1/2013,,,read,,,,1,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,446675539,9.78E+12,0,4.3,Warner Books,Mass Market Paperback,1037,1999,1936,,4/11/2013,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,,,0,4.27,Disney Hyperion Books,Paperback,377,2006,2005,,4/6/2013,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,7442912,9.78E+12,4,4,HarperCollins Children's Books,Hardcover,525,2012,2012,,3/28/2013,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,4,3.93,Scribner,Paperback,200,2004,1925,,3/1/2013,,,read,,,,1,,,0,,,,,
6760780,"The Grimm Legacy (The Grimm Legacy, #1)",Polly Shulman,"Shulman, Polly",,399250964,9.78E+12,5,3.89,G.P. Putnam's Sons Books for Young Readers,Hardcover,336,2010,2010,,2/10/2013,,,read,,,,1,,,0,,,,,
6408862,Stolen,Lucy Christopher,"Christopher, Lucy",,1906427135,9.78E+12,5,3.9,Chicken House Ltd,Paperback,304,2009,2009,,2/10/2013,,,read,"This was a really good book. I loved everything from the writing and the characters. I must admit that I must have been living under a hole when I picked up this book. For whatever reason, I had not realized it was in the format of her writing a letter to her captor. When I got to the last chapter I had to go back and make sure I had read it right. After the shock wore off, I realized that I really like that Lucy had written the book that way and was thoroughly pleased. <br/>I would recommend this to anyone looking for a comfortable read with a solid plot and interesting story.<br/>",,,1,,,0,,,,,
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,62085484,9.78E+12,3,3.92,Harper,Hardcover,338,2011,2011,,2/10/2013,,,read,"I don't know exactly how I feel about this book. The writting style was a huge mind bender and it took me a (very) long time to get used to it. Because of this, it took me a long time to get into the story. Once I was settled in, the book was really good. I will definetly be reading the next book to see what all of the commotion is about.<br/><br/>By the way.... Go TEAM ADAM!",,,1,,,0,,,,,
12971616,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,"Lore, Pittacus",,61974587,9.78E+12,5,4.17,HarperCollins,Hardcover,372,2012,2012,,2/10/2013,,,read,,,,1,,,0,,,,,
8659601,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,"Lore, Pittacus",,61974552,9.78E+12,3,4.14,HarperCollins,Hardcover,406,2011,2011,,2/10/2013,,,read,,,,1,,,0,,,,,
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,1442403543,9.78E+12,3,4.09,Margaret K. McElderry Books,Hardcover,425,2011,2011,,2/10/2013,,,read,,,,1,,,0,,,,,
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,1416914307,9.78E+12,3,4.29,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2/10/2013,,,read,,,,1,,,0,,,,,
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,1416914293,9.78E+12,3,4.13,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2/10/2013,,,read,,,,1,,,0,,,,,
6909544,"Birthmarked (Birthmarked, #1)",Caragh M. O'Brien,"O'Brien, Caragh M.",,1596435690,9.78E+12,5,3.87,Roaring Brook Press,Hardcover,361,2010,2010,,2/10/2013,,,read,,,,1,,,0,,,,,
16146870,"Psion Delta (Psion, #3)",Jacob Gowans,"Gowans, Jacob",,,,3,4.21,CreateSpace Independent Publishing Platform,Paperback,497,2012,2012,,2/4/2013,,,read,This book wasn't as good as the first two in the series. I felt that the plot was a bit too scrambled and that some of the events did not help lead to the climax. The book was still worth the read though! It gave a lot of background information about the Silent Wars and Katie Carpenter.<br/>Can't wait for the next book!!!,,,1,,,0,,,,,
10779996,"Psion Beta (Psion, #1)",Jacob Gowans,"Gowans, Jacob",,,,4,4.13,Jacob Gowans,Kindle Edition,370,2010,2010,,2/1/2013,,,read,,,,1,,,0,,,,,
12937050,"Psion Gamma (Psion, #2)",Jacob Gowans,"Gowans, Jacob",,,2.94E+12,5,4.17,Jacob Gowans,Nook,482,2011,2011,,2/4/2013,,,read,,,,1,,,0,,,,,
11750412,Every Other Day,Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,,,5,3.9,Egmont USA,Kindle Edition,336,2011,2011,,2/1/2013,,,read,,,,1,,,0,,,,,
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,1423157370,9.78E+12,5,4.15,Disney Hyperion,Hardcover,488,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
7800188,"Virals (Virals, #1)",Kathy Reichs,"Reichs, Kathy",Brendan Reichs,1595143424,9.78E+12,5,3.94,Penguin Razorbill,Hardcover,454,2010,2010,,1/30/2013,,,read,,,,1,,,0,,,,,
6420846,"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,"Smith, Alexander Gordon",,374324913,9.78E+12,3,4.11,"Farrar, Straus and Giroux (Byr)",Hardcover,273,2009,2009,,1/30/2013,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,439023483,9.78E+12,5,4.32,Scholastic Press,Hardcover,374,2008,2008,,1/30/2013,,,read,,,,1,,,0,,,,,
2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,1406310255,9.78E+12,3,3.96,Walker,Hardcover,479,2008,2008,,1/30/2013,,,read,,,,1,,,0,,,,,
11594257,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,"Rossi, Veronica",,1907411054,9.78E+12,5,3.98,Atom,Paperback,374,2012,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
9802372,"The Name of the Star (Shades of London, #1)",Maureen Johnson,"Johnson, Maureen",,399256601,9.78E+12,4,3.86,Putnam Juvenile,Hardcover,372,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
10626594,The Scorpio Races,Maggie Stiefvater,"Stiefvater, Maggie",,054522490X,9.78E+12,5,4.06,Scholastic Press,Hardcover,409,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,,9.78E+12,4,4.06,Harcourt,Hardcover,471,2008,2008,,1/30/2013,,,read,,,,1,,,0,,,,,
12394100,"Seraphina (Seraphina, #1)",Rachel Hartman,"Hartman, Rachel",,375866566,9.78E+12,5,3.92,Random House Books for Young Readers,Hardcover,467,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,316134023,9.78E+12,4,3.98,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,1416914285,9.78E+12,3,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,1/30/2013,,,read,,,,1,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,62024035,9.78E+12,5,4.17,Katherine Tegen Books,Paperback,487,2012,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
10433900,"Variant (Variant, #1)",Robison Wells,"Wells, Robison",,62026089,9.78E+12,2,3.93,HarperTeen,Hardcover,373,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
9975679,"Ashes (Ashes Trilogy, #1)",Ilsa J. Bick,"Bick, Ilsa J.",,1606841750,9.78E+12,5,3.94,Egmont USA,Hardcover,465,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
11500217,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,"Ee, Susan",,144477851X,9.78E+12,5,4.1,Hodder and Stoughton,Paperback,326,2013,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
7137327,"Enclave (Razorland, #1)",Ann Aguirre,"Aguirre, Ann",,312650086,9.78E+12,5,3.9,Feiwel & Friends,Hardcover,259,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
9917938,"Blood Red Road (Dust Lands, #1)",Moira Young,"Young, Moira",,1442429984,9.78E+12,5,3.9,Margaret K. McElderry Books,Hardcover,459,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
13253276,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,"Rossi, Veronica",,62072064,9.78E+12,5,4.12,HarperCollins ,Hardcover,341,2013,2013,,1/30/2013,,,read,,,,1,,,0,,,,,
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,399256768,9.78E+12,4,4.24,Putnam Juvenile,Hardcover,371,2013,2013,,1/30/2013,,,read,,,,1,,,0,,,,,
11320138,"Shadows (Ashes Trilogy, #2)",Ilsa J. Bick,"Bick, Ilsa J.",,1606841769,9.78E+12,4,3.78,EgmontUSA,Hardcover,518,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
13042154,"Rebel Heart (Dust Lands, #2)",Moira Young,"Young, Moira",,1442430001,9.78E+12,3,3.87,Margaret K. McElderry,Hardcover,424,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
13010211,"Promised (Birthmarked, #3)",Caragh M. O'Brien,"O'Brien, Caragh M.",,1596435712,9.78E+12,5,3.76,Roaring Brook Press,Hardcover,293,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
10193062,"Outpost (Razorland, #2)",Ann Aguirre,"Aguirre, Ann",,312650094,9.78E+12,4,4.1,Feiwel & Friends,Hardcover,317,2012,2012,,1/30/2013,,,read,,,,1,,,0,,,,,
9424367,"Prized (Birthmarked, #2)",Caragh M. O'Brien,"O'Brien, Caragh M.",,1596435704,9.78E+12,5,3.98,Roaring Brook Press,Hardcover,356,2011,2011,,1/30/2013,,,read,,,,1,,,0,,,,,
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,385738757,9.78E+12,5,3.9,Delacorte Press,Hardcover,362,2010,2010,,1/30/2013,,,read,,,,1,,,0,,,,,
7747374,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"Lore, Pittacus",,61969559,9.78E+12,4,3.93,HarperCollins,Hardcover,440,2010,2010,,1/30/2013,,,read,,,,1,,,0,,,,,
